"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","Depends on","Number of Comments","Opened","Priority","OS","Hardware","Votes"
330639,"Platform","Ant","platform-ant-inbox","NEW"," ---","[launching] Cannot stop external tool by clicking on red square in console view","2011-06-06 15:43:58",,5,"2010-11-19 03:33:45","P3","Windows XP","PC",0
335452,"Platform","Ant","platform-ant-inbox","NEW"," ---","[launching] Progress Bar stuck at 57% when executing long running external tool","2011-06-06 15:43:45",,2,"2011-01-26 10:18:16","P3","Windows XP","PC",0
29827,"Platform","Ant","platform-ant-inbox","REOPENED"," ---","[view] Add ""Expand All"" to Ant View","2011-06-06 15:39:43",225036,6,"2003-01-20 13:07:06","P3","Windows 2000","PC",0
347616,"Platform","Ant","platform-ant-inbox","NEW"," ---","ant debug terminate when inspect variable.","2011-05-30 10:43:35",,1,"2011-05-30 05:45:42","P3","Windows XP","PC",0
345224,"Platform","Ant","platform-ant-inbox","NEW"," ---","Build tab has non-intuitive UI for project selection","2011-05-10 00:34:01",,1,"2011-05-10 00:34:01","P3","Windows 7","PC",0
320272,"Platform","Ant","platform-ant-inbox","NEW"," ---","Newly created Ant launch configurations have ""apply"" enabled","2011-04-27 16:55:21",,2,"2010-07-19 10:33:33","P3","Windows XP","PC",0
343630,"Platform","Ant","platform-ant-inbox","NEW"," ---","""Path for IClasspathEntry must be absolute"" when launching Ant","2011-04-21 22:04:05",,1,"2011-04-21 22:03:29","P3","Windows 7","PC",0
335762,"Platform","Ant","platform-ant-inbox","NEW"," ---","Build Before Launch","2011-04-18 10:01:53",,6,"2011-01-29 07:26:16","P3","Windows 2000","PC",0
181078,"Platform","Ant","platform-ant-inbox","ASSIGNED"," ---","Custom Ant Builder Runs on Every Debug","2011-04-18 09:20:07",,25,"2007-04-04 18:03:28","P3","All","PC",2
222181,"Platform","Ant","platform-ant-inbox","NEW"," ---","Dragging an ANT-build.xml to the ant view evaluates fileset which confuses <modified/> option","2011-02-23 04:40:39",,3,"2008-03-11 04:30:51","P3","Windows XP","PC",1
337158,"Platform","Ant","platform-ant-inbox","NEW"," ---","Ant debug elements should not blindly try to suspend","2011-02-14 16:46:25",,1,"2011-02-14 14:42:21","P3","Windows 7","PC",0
335051,"Platform","Ant","platform-ant-inbox","NEW"," ---","Cannot break into a nested custom task using ANT debugger","2011-01-21 15:11:37",,1,"2011-01-21 15:11:37","P3","Windows XP","PC",0
